user,type,contest_id,ticket_id,start_time,expire_time,stop_time,task_answers,user_agent,client_ip,mobile_alert,owner,tag,name,school,/Users/artie/PycharmProjects/pythonProject/venv/bin/python /Users/artie/Documents/GitHub/pythonRepository/python数据分析小作业/chaxun.py,is_parent,mobi,le_alert
tsing/ds/demo,ticket-user,tsing/ds,demo,2022-06-09T09:26:00+08:00,2022-07-20T13:18:27+08:00,,"[""{\""basic\"":[[1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,3,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4],1]}""]","Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/2.47.0 main%2F1.0 baiduboxapp/13.9.0.12 (Baidu; P2 15.5) NABar/1.0 themeUA=Theme/default",114.249.127.175,北京市北京市 联通   ,tsing,,demo,demo,未查到归属地,0,北京,
tsing/dxgk/demo,ticket-user,tsing/dxgk,demo,2022-06-19T21:42:35.134+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/dxlk/demo,ticket-user,tsing/dxlk,demo,2022-06-19T21:42:09.689+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/dxrw/demo,ticket-user,tsing/dxrw,demo,2022-06-19T12:18:52.557+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/dxsk/demo,ticket-user,tsing/dxsk,demo,2022-06-19T21:41:42.925+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/gy/demo,ticket-user,tsing/gy,demo,2022-06-09T09:30:20+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/2.47.0 main%2F1.0 baiduboxapp/13.9.0.12 (Baidu; P2 15.5) NABar/1.0 themeUA=Theme/default",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/gzms/demo,ticket-user,tsing/gzms,demo,2022-06-19T12:16:07.718+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/gzsx/demo,ticket-user,tsing/gzsx,demo,2022-06-19T12:12:14.175+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/gzty/demo,ticket-user,tsing/gzty,demo,2022-06-19T12:17:30.892+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/gzyw/demo,ticket-user,tsing/gzyw,demo,2022-06-19T21:43:06.111+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/gzyy/demo,ticket-user,tsing/gzyy,demo,2022-06-19T12:14:55.29+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/初三学生问卷/demo,ticket-user,tsing/初三学生问卷,demo,2022-06-09T11:01:58+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 石景山,0,北京,市北京市
tsing/大三课堂学习问卷/demo,ticket-user,tsing/大三课堂学习问卷,demo,2022-06-09T10:28:28+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/课堂学习问卷-高一/demo,ticket-user,tsing/课堂学习问卷-高一,demo,2022-06-09T11:12:10+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x18001725) NetType/WIFI Language/zh_CN",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/课堂学习问卷/demo,ticket-user,tsing/课堂学习问卷,demo,2022-06-09T02:11:37+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/课堂学习问卷—大三/demo,ticket-user,tsing/课堂学习问卷—大三,demo,2022-06-09T11:18:27+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.23(0x18001725) NetType/WIFI Language/zh_CN",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/高一学生问卷/demo,ticket-user,tsing/高一学生问卷,demo,2022-06-09T02:08:15+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/高一课堂学习问卷/demo,ticket-user,tsing/高一课堂学习问卷,demo,,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",114.249.127.175,北京市北京市 联通  ,tsing,,demo,demo,中国 北京 海淀,0,北京,市北京市
tsing/课堂学习问卷-高一/202206001,ticket-user,tsing/课堂学习问卷-高一,202206001,2022-06-09T11:22:50+08:00,2022-06-09T13:22:50+08:00,2022-06-09T13:17:47+08:00,"[""{\""basic\"":[[1,2,2,2,3,2,3,4,4,3,3,2,3,2,3,3,4,3,2,4,4,4,1,5,2,3,4,3,3,4,3,3,4,2,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,3,4,4,2,4,2,3,4,4,2,4,2,4,4,2,4,4,4,2,2,3,4,4,3,4,5,4,4,4,4,3,4,4,4,5,4,4,4,4,2,4,4,3,5,5,5,5,5,5,5,5,5,4,5,2,4,4,3,4,4,4,4,3,4,1,1,3,4,2,3,3,3,4,4,4,4,2,2,3,3,4,4,4,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,3,4,3,4,1,2,3,4,3,3,4,4,3,3,4,4,4,5,3,3,4,4,5,4,3,4,4,4,4,4,3,4,4,5,4,4,3,4,3,4,3]]}"",""{\""basic\"":[[1,2,2,3,3,4,2,3,3,2,3,4,2,3,2,3,4,2,4,3,4,2,3,4,2,3,4,2,3,2,3,4,3,2,3,2,3,2,3,4,2,3,3,2,3,2,3,4,3,2,3,3,4,3,2,3,4,3,2,3,4,2,4,3,3,3,2,3,4,2,3,3,3,4,2,4,3,4,2,3,2,3,2,3,4,3,2,3,4,3,2,3,4,4,4,2,3,3,4,2,3,4,3,2,3,4,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,4,3,2,3,4,4,3,2,3,4,4,3,2,2,2,2,1,3,3,4,4,4,3,3,4,3,2,3,3,4,2,2,4,4,3,4,2,3,4,3,2,3,4,3,2,3,4,5,5,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5]]}"",""{\""basic\"":[[2,3,4,4,4,3,4,4,3,2,1,2,3,3,4,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,3,4,4,3,2,1,2,3,4,4,3,2,1,2,3,4,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,4,3,4,3,2,3,4,3,2,3,2,4,4,2,2,1,2,3,3,4,4,2,3,2,3,2,3,3,2,3,4,3,2,3,4,3,2,2,3,4,3,2,2,3,4,3,2,3,4,4,4,3,2,3,2,3,4,4,3,4,4,4,3,3,3,2,3,3,2,3,4,3,2,3,4,3,3,2,3,3,4,4,4,3,3,4,3,2,1,2,3,4,3,2,1,2,3,4,4,3,2,1,2,3],[3,4,4,4,3,4,3,4,4,3,4,3,2,4,3,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,2,3,2,5,4,4,5,4,2,3,4,3,2,3,4,4,3,2,2,3,3,4,3,2,2,2,4,4,3,4,3,2,3,4,4,3,2,2,3,4,4,5,4,3,2,2,3,4,5,4,3,2,3,4,4,3,4,3,2,2,4,4,4,4,5,5,5,4,4,4,5,3,5,4,3,2,3,4,5,4,3,4,4,3,4,3,3,3,3,3,3,2,2,2,2,4,4,3,3,3,3,4,3,3,3,4,3,3,2,4,3,2,2,3,4,2,3,2,3,4,3,2,3,4,3,3,2,2,3,4,3,4,4,3,2,2,2,2,5,2,3,3,2,2,2,2,2,2,2,2,2,3,4,4,5,4,3,2,3,5,4,3],[2,5,4,2,1,1,2,3,1,1,2,3,2,2,1,1,4,3,2,2,3,4,2,3,2,2,3,1,3,2,3,4,4,4,3,2,2,3,4,4,4,3,2,2,3,4,4,5,4,1,3,2,2,3,4,4,4,4,2,2,2,2,3,2,2,3,4,4,3,2,2,2,3,3,2,3,3,2,3,4,2,2,3,3,4,4,2,2,2,2,2,5,5,4,1,4,2,2,5,2,2,2,2,2,2,2,4,4,4,4,2,4,4,1,4,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,5,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1],2]}""]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33",120.244.196.24,北京市北京市 移动  ,tsing,学生,张三,北京市海淀区第一中学,中国 北京 海淀,0,北京,市北京市
tsing/课堂学习问卷—大三/202206001,ticket-user,tsing/课堂学习问卷—大三,202206001,2022-06-09T11:34:47+08:00,2022-06-09T13:34:47+08:00,2022-06-09T11:45:15+08:00,"[""{\""basic\"":[[1,2,1,2,1,1,1,2,1,2,3,2,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,3,3,4,3,3,2,3,4,4,4,4,2,3,2,2,2,4,2,3,3,4,3,2,3,2,3,2,2,3,4,3,2,3,4,2,3,3,4,2,3,2,3,4,4,3,3,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,5,5,3,2,4,4,5,3,4,4,4,4,4,2,1,2,3,3,2,2,4,4,4,2,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,2,4,3,3,4,2,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,1,3,3,3,5,2,4,4,3,2,2,4,2,2,3,4,2,3,3,2,2,2,2,2,2,2,2,4],2]}""]","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63060012)",120.244.196.24,北京市北京市 移动  ,tsing,学生,张三,北京市海淀区第一中学,中国 北京 石景山,0,北京,市北京市
tsing/dxgk/5555001,ticket-user,tsing/dxgk,5555001,2022-06-12T22:45:27.502+08:00,2022-06-13T00:45:27+08:00,2022-06-12T22:54:13.486+08:00,"[""{\""basic\"":[[5,4,1,4,1,4,4,1,4,1,1,5,1,5,5,5,5,5,3,1,1,1,1,2,5,5,5,2,3,2,5,2,5,2,5,5,3,2,3,5,5,5,5,2,5,2,2,3,2,4,2,5,4,2,3,2,2,4,5,5,2,3,1,5,1,2,3,1,4,1,2,5,2,5,5,5,2,2,3,2,2,3,1,5,1,2,5,2,2,5,5,2,5,2,3,2,5,5,2,5,5,2,3,2,3,2,5,5,2,3,2,2,3,2,2,3,5,5,3,2,5,2,3,2,3,2,2,5,2,2,5,2,3,2,4,2,4,2,4,2,3,5,2,5,2,5,2,5,5,5,2,5,2,3,5,5,2,5,2,5,2,3,2,2,5,5,5,5,2,3,2,5,3,2,5,2,5,5,2,3,2,5,5,2,5,5,2,5,2,5,5,3,2]]}""]","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39",223.104.41.156,中国 移动  ,tsing,"学生,老师",文蕙,北京市海淀区第一小学,中国 北京 石景山,0,中国,市北京市
tsing/dxlk/5555001,ticket-user,tsing/dxlk,5555001,2022-06-12T22:41:22.532+08:00,2022-06-13T00:41:22+08:00,2022-06-12T22:44:51.111+08:00,"[""{\""basic\"":[[1,1,1,1,2,2,2,1,1,2,2,2,2,4,4,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]]}""]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.39",120.244.196.161,北京市北京市 移动  ,tsing,"学生,老师",文蕙,北京市海淀区第一小学,中国 北京 北京,0,北京,
tsing/dxrw/2022005,ticket-user,tsing/dxrw,2022005,2022-06-19T21:37:00.501+08:00,2022-06-19T23:37:00+08:00,2022-06-19T21:41:15.05+08:00,"[""{\""basic\"":[[1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,2,2,4,4,2,4,4,4,3,3,3,3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]]}""]","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.44",120.244.196.184,北京市北京市 移动  ,tsing,老师,文蕙教师账号【所有教师问卷】,北京市海淀区第一小学,中国 北京 石景山,0,北京,市北京市
tsing/dxrw/5555001,ticket-user,tsing/dxrw,5555001,2022-06-12T12:07:17.77+08:00,2022-07-20T13:18:27+08:00,,[],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.39",120.244.196.161,北京市北京市 移动  ,tsing,"学生,老师",文蕙,北京市海淀区第一小学,中国 北京 石景山,0,北京,市北京市
tsing/dxsk/5555001,ticket-user,tsing/dxsk,5555001,2022-06-12T22:35:03.209+08:00,2022-06-13T00:35:03+08:00,2022-06-12T22:40:00.694+08:00,"[""{\""basic\"":[[3,2,3,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,4,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,2,2,2,2,2,4,3,4,3,3,3,3,5,3,3,3,4,3,3,3,3,2,4,2,2,2,2,2,2,2,4,4,4,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,2,3,2,2,2,2,2,2,4,2,3,3,4,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,2,2,2,2,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,2]]}""]","Mozilla/5.0 (Linux; Android 8.1.0; JKM-AL00 Build/HUAWEIJKM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3235 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/1584 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",120.244.196.161,北京市北京市 移动  ,tsing,"学生,老师",文蕙,北京市海淀区第一小学,中国 北京 石景山,0,北京,市北京市
tsing/gy/202206002,ticket-user,tsing/gy,202206002,2022-06-09T15:47:23+08:00,2022-06-09T17:47:23+08:00,2022-06-09T16:24:19+08:00,"[""{\""basic\"":[[1,1,1,1,1,1,1,1,1,1,4,3,4,4,2,1,1,1,1,3,1,4,4,4,4,3,2,4,3,3,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,1,1,4,5,4,4,2,2,1,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,5,5,5,5,5,4,4,4,4,4,3,2,2,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,1,4,4,4,4,1,1,5,4,4,4,4,4,4,4,4,4,4,2,4,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4]]}"",""{\""basic\"":[[4,3,3,1,1,1,1,3,1,1,2,2,2,2,2,2,4,1,3,3,3,2,4,4,3,1,1,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,1,1,3,3,1,1,1,1,1,1,1,4,3,1,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,5,2,5,5,2,3,4,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,1,1,1,4,4,4,1,2,3,3,3,2,3,2,2,4,1,4,4,4,4,1,1,2,1,1,1,1,1,1,1,4,1,2,1,3,3,2,4,1,3,4,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2]]}"",""{\""basic\"":[[2,1,1,1,1,1,1,1,1,1,3,4,4,4,1,1,3,1,1,3,3,4,4,4,4,2,1,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,4,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,4,4,4,4,1,1,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,1,2,2,2,2,2,4,2,2,2,1,4,4,4,2,1,1,4,2,2,3,3,3,2,4,4,3,3,1,3,1,1,4,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3]]}"",""{\""basic\"":[[1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,3,1,3,3,4,1,1,1,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,5,4,4,1,1,1,4,4,4,4,4,4,4,5,5,2,2,1,1,4,1,3,3,4,3,4,4,2,4,4,1,4,1,1,1,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,4,4,3,3,3,3,3,3,3,3,3,1,3,1,2,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,3,2,1,4]]}"",""{\""basic\"":[[4,3,4,2,2,1,1,1,1,1,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,1,3,1,1,4,1,1,1,2,1,2,2,3,3,4,3,2,2,2,4,4,1,1,1,1,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,4,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,4,2,2,1,1,1,1,1,1,1,3,3,4,2,4,4,4,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]]}"",""{\""basic\"":[2]}""]","Mozilla/5.0 (Linux; Android 8.1.0; JKM-AL00 Build/HUAWEIJKM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 XWEB/3225 MMWEBSDK/20220402 Mobile Safari/537.36 MMWEBID/1584 MicroMessenger/8.0.22.2140(0x28001657) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64",120.244.196.24,北京市北京市 移动  ,tsing,学生,贺,北京市海淀区第一小学,中国 北京 石景山,0,北京,市北京市
